Number of subjects: 674
Input features: 6
Total samples: 8,443,358
Unique labels: [0 1 2]
Samples with label 0: 7,244,189
Samples with label 1: 927,315
Samples with label 2: 271,854

Subject-wise Sample Distribution:
Subject_ID | Label_0 | Label_1 | Label_2
361        | 20107   | 1425    | 1478   
362        | 37566   | 1841    | 0      
363        | 5030    | 506     | 0      
364        | 15718   | 863     | 0      
365        | 13068   | 2069    | 579    
366        | 14365   | 1614    | 106    
367        | 17652   | 1651    | 257    
368        | 8356    | 1015    | 0      
369        | 10890   | 974     | 0      
370        | 3585    | 588     | 0      
371        | 17378   | 1699    | 0      
372        | 11026   | 899     | 333    
373        | 8525    | 2021    | 0      
374        | 7489    | 1651    | 242    
375        | 5667    | 1518    | 153    
376        | 6335    | 643     | 0      
377        | 3717    | 528     | 144    
378        | 5632    | 854     | 230    
379        | 16494   | 1666    | 383    
380        | 9629    | 2143    | 0      
381        | 16383   | 1883    | 0      
382        | 14342   | 1480    | 0      
383        | 13411   | 1503    | 0      
384        | 7992    | 1624    | 959    
385        | 9325    | 2662    | 496    
386        | 8383    | 1195    | 444    
387        | 3528    | 1215    | 409    
388        | 19304   | 2538    | 374    
389        | 4261    | 635     | 406    
390        | 9842    | 1421    | 0      
391        | 4399    | 330     | 63     
392        | 6076    | 1235    | 0      
393        | 15687   | 3690    | 1743   
394        | 23299   | 4612    | 507    
395        | 4800    | 611     | 182    
396        | 6269    | 788     | 905    
397        | 7338    | 1161    | 755    
398        | 3316    | 414     | 0      
399        | 14868   | 1009    | 807    
400        | 4132    | 606     | 670    
401        | 4860    | 790     | 568    
402        | 12785   | 721     | 0      
403        | 8573    | 432     | 0      
404        | 9450    | 589     | 0      
405        | 16230   | 1955    | 0      
406        | 12610   | 1457    | 423    
407        | 8461    | 1072    | 794    
408        | 4044    | 953     | 1552   
409        | 13832   | 4317    | 131    
410        | 10710   | 3093    | 0      
411        | 7505    | 1976    | 228    
412        | 7555    | 1376    | 960    
413        | 6257    | 1141    | 488    
414        | 14827   | 1460    | 903    
415        | 4061    | 151     | 285    
416        | 8244    | 1564    | 1279   
417        | 8536    | 769     | 0      
418        | 13114   | 3364    | 135    
419        | 3498    | 527     | 0      
420        | 10526   | 1327    | 714    
421        | 9665    | 1479    | 874    
422        | 7253    | 1063    | 403    
423        | 17415   | 1700    | 537    
424        | 15250   | 2109    | 636    
425        | 6235    | 545     | 282    
426        | 11950   | 1610    | 293    
427        | 5392    | 887     | 0      
428        | 9166    | 1041    | 297    
429        | 11079   | 1099    | 291    
430        | 15259   | 1799    | 0      
431        | 6218    | 569     | 0      
432        | 6037    | 818     | 431    
433        | 7291    | 972     | 750    
434        | 9755    | 1087    | 0      
435        | 17353   | 723     | 899    
436        | 14036   | 1057    | 750    
437        | 14675   | 1773    | 348    
438        | 10306   | 1215    | 245    
439        | 4802    | 999     | 114    
440        | 11418   | 1374    | 171    
441        | 5707    | 959     | 0      
442        | 13609   | 1371    | 278    
443        | 5099    | 711     | 0      
444        | 12056   | 1647    | 258    
445        | 5371    | 450     | 0      
446        | 21426   | 2066    | 551    
447        | 7922    | 622     | 321    
448        | 6697    | 1357    | 793    
449        | 19183   | 1287    | 1288   
450        | 9988    | 3554    | 0      
451        | 3996    | 1479    | 0      
452        | 4918    | 489     | 574    
453        | 10039   | 866     | 481    
454        | 5451    | 929     | 705    
455        | 33874   | 3291    | 0      
456        | 18387   | 2759    | 567    
457        | 12005   | 735     | 629    
458        | 8202    | 1337    | 302    
459        | 9247    | 1448    | 405    
460        | 22545   | 1466    | 0      
461        | 21907   | 1725    | 547    
462        | 10250   | 431     | 255    
463        | 11525   | 1774    | 885    
464        | 6442    | 566     | 1866   
465        | 20038   | 2525    | 559    
466        | 13449   | 887     | 229    
467        | 7167    | 1269    | 514    
468        | 7715    | 1460    | 526    
469        | 6612    | 892     | 524    
470        | 16913   | 2192    | 0      
471        | 5980    | 868     | 924    
472        | 8693    | 1092    | 0      
473        | 5356    | 747     | 594    
474        | 11687   | 3096    | 0      
475        | 15346   | 2161    | 457    
476        | 7364    | 670     | 300    
477        | 15066   | 1530    | 438    
478        | 6749    | 1340    | 194    
479        | 9873    | 1737    | 401    
480        | 12869   | 964     | 827    
481        | 14378   | 1917    | 0      
482        | 11969   | 104     | 0      
483        | 14619   | 2904    | 749    
484        | 10423   | 1572    | 465    
485        | 8998    | 3113    | 1183   
486        | 22084   | 2884    | 703    
487        | 13594   | 1522    | 348    
488        | 13323   | 3268    | 636    
489        | 8307    | 1002    | 227    
490        | 15649   | 1630    | 754    
491        | 3537    | 456     | 243    
492        | 11165   | 2322    | 1009   
493        | 7656    | 2034    | 448    
494        | 20794   | 1491    | 1137   
495        | 8100    | 1329    | 788    
496        | 7608    | 1331    | 645    
497        | 13620   | 1798    | 0      
498        | 5275    | 270     | 344    
499        | 7910    | 1243    | 179    
500        | 13331   | 1595    | 673    
501        | 13443   | 2120    | 428    
502        | 10476   | 758     | 0      
503        | 12253   | 1001    | 414    
504        | 6924    | 699     | 0      
505        | 7377    | 675     | 154    
506        | 6573    | 742     | 516    
507        | 23573   | 1604    | 334    
508        | 23662   | 2620    | 1174   
509        | 17325   | 1283    | 1055   
510        | 11878   | 1270    | 0      
511        | 14053   | 2471    | 1736   
512        | 5145    | 811     | 588    
513        | 8370    | 1499    | 204    
514        | 24748   | 3187    | 308    
515        | 7133    | 1143    | 379    
516        | 8135    | 1384    | 309    
517        | 7223    | 1419    | 0      
518        | 5557    | 1046    | 0      
519        | 10135   | 1612    | 141    
520        | 6675    | 516     | 230    
521        | 15010   | 1541    | 417    
522        | 20661   | 1219    | 821    
523        | 6116    | 1269    | 798    
524        | 16747   | 975     | 1250   
525        | 12009   | 2887    | 190    
526        | 2644    | 687     | 82     
527        | 6141    | 1222    | 324    
528        | 11817   | 1656    | 1150   
529        | 22772   | 2160    | 1883   
530        | 6126    | 1248    | 437    
531        | 7847    | 1036    | 311    
532        | 6672    | 1034    | 666    
533        | 7369    | 1227    | 962    
534        | 6949    | 627     | 1096   
535        | 5743    | 746     | 453    
536        | 6059    | 1528    | 531    
537        | 11932   | 938     | 0      
538        | 9082    | 332     | 1050   
539        | 10560   | 1475    | 691    
540        | 9061    | 2492    | 0      
541        | 13986   | 2977    | 433    
542        | 20510   | 3411    | 1188   
543        | 10192   | 1133    | 187    
544        | 9132    | 1378    | 668    
545        | 7330    | 574     | 0      
546        | 5414    | 512     | 0      
547        | 20107   | 1425    | 1478   
548        | 37566   | 1841    | 0      
549        | 5030    | 506     | 0      
550        | 15718   | 863     | 0      
551        | 13068   | 2069    | 579    
552        | 14365   | 1614    | 106    
553        | 17652   | 1651    | 257    
554        | 8356    | 1015    | 0      
555        | 10890   | 974     | 0      
556        | 3585    | 588     | 0      
557        | 17378   | 1699    | 0      
558        | 11026   | 899     | 333    
559        | 8525    | 2021    | 0      
560        | 7489    | 1651    | 242    
561        | 5667    | 1518    | 153    
562        | 6335    | 643     | 0      
563        | 3717    | 528     | 144    
564        | 5632    | 854     | 230    
565        | 16494   | 1666    | 383    
566        | 9629    | 2143    | 0      
567        | 16383   | 1883    | 0      
568        | 14342   | 1480    | 0      
569        | 13411   | 1503    | 0      
570        | 7992    | 1624    | 959    
571        | 9325    | 2662    | 496    
572        | 8383    | 1195    | 444    
573        | 3528    | 1215    | 409    
574        | 19304   | 2538    | 374    
575        | 4261    | 635     | 406    
576        | 9842    | 1421    | 0      
577        | 4399    | 330     | 63     
578        | 6076    | 1235    | 0      
579        | 15687   | 3690    | 1743   
580        | 23299   | 4612    | 507    
581        | 4800    | 611     | 182    
582        | 6269    | 788     | 905    
583        | 7338    | 1161    | 755    
584        | 3316    | 414     | 0      
585        | 14868   | 1009    | 807    
586        | 4132    | 606     | 670    
587        | 4860    | 790     | 568    
588        | 12785   | 721     | 0      
589        | 8573    | 432     | 0      
590        | 9450    | 589     | 0      
591        | 16230   | 1955    | 0      
592        | 12610   | 1457    | 423    
593        | 8461    | 1072    | 794    
594        | 4044    | 953     | 1552   
595        | 13832   | 4317    | 131    
596        | 10710   | 3093    | 0      
597        | 7505    | 1976    | 228    
598        | 7555    | 1376    | 960    
599        | 6257    | 1141    | 488    
600        | 14827   | 1460    | 903    
601        | 4061    | 151     | 285    
602        | 8244    | 1564    | 1279   
603        | 8536    | 769     | 0      
604        | 13114   | 3364    | 135    
605        | 3498    | 527     | 0      
606        | 10526   | 1327    | 714    
607        | 9665    | 1479    | 874    
608        | 7253    | 1063    | 403    
609        | 17415   | 1700    | 537    
610        | 15250   | 2109    | 636    
611        | 6235    | 545     | 282    
612        | 11950   | 1610    | 293    
613        | 5392    | 887     | 0      
614        | 9166    | 1041    | 297    
615        | 11079   | 1099    | 291    
616        | 15259   | 1799    | 0      
617        | 6218    | 569     | 0      
618        | 6037    | 818     | 431    
619        | 7291    | 972     | 750    
620        | 9755    | 1087    | 0      
621        | 17353   | 723     | 899    
622        | 14036   | 1057    | 750    
623        | 14675   | 1773    | 348    
624        | 10306   | 1215    | 245    
625        | 4802    | 999     | 114    
626        | 11418   | 1374    | 171    
627        | 5707    | 959     | 0      
628        | 13609   | 1371    | 278    
629        | 5099    | 711     | 0      
630        | 12056   | 1647    | 258    
631        | 5371    | 450     | 0      
632        | 21426   | 2066    | 551    
633        | 7922    | 622     | 321    
634        | 6697    | 1357    | 793    
635        | 19183   | 1287    | 1288   
636        | 9988    | 3554    | 0      
637        | 3996    | 1479    | 0      
638        | 4918    | 489     | 574    
639        | 10039   | 866     | 481    
640        | 5451    | 929     | 705    
641        | 33874   | 3291    | 0      
642        | 18387   | 2759    | 567    
643        | 12005   | 735     | 629    
644        | 8202    | 1337    | 302    
645        | 9247    | 1448    | 405    
646        | 22545   | 1466    | 0      
647        | 21907   | 1725    | 547    
648        | 10250   | 431     | 255    
649        | 11525   | 1774    | 885    
650        | 6442    | 566     | 1866   
651        | 20038   | 2525    | 559    
652        | 13449   | 887     | 229    
653        | 7167    | 1269    | 514    
654        | 7715    | 1460    | 526    
655        | 6612    | 892     | 524    
656        | 16913   | 2192    | 0      
657        | 5980    | 868     | 924    
658        | 8693    | 1092    | 0      
659        | 5356    | 747     | 594    
660        | 11687   | 3096    | 0      
661        | 15346   | 2161    | 457    
662        | 7364    | 670     | 300    
663        | 15066   | 1530    | 438    
664        | 6749    | 1340    | 194    
665        | 9873    | 1737    | 401    
666        | 12869   | 964     | 827    
667        | 14378   | 1917    | 0      
668        | 11969   | 104     | 0      
669        | 14619   | 2904    | 749    
670        | 10423   | 1572    | 465    
671        | 8998    | 3113    | 1183   
672        | 22084   | 2884    | 703    
673        | 13594   | 1522    | 348    
674        | 13323   | 3268    | 636    
